txn_id,timestamp,amount_inr,payment_method,bank,device_type,customer_segment,failure_reason,retry_count_before,past_success_rate,network_latency_ms,hour_of_day,is_weekend,fraud_score
pay_100235,2026-07-25T21:53:00,907.43,card,HDFC,web,new,wrong_cvv,0,0.149,525,21,True,0.165
pay_100236,2026-08-13T02:52:00,295.22,upi,,android,high_value,otp_expired,0,0.564,97,2,False,0.039
pay_100237,2026-06-10T22:22:00,2133.69,card,IDFC,web,returning,wrong_cvv,2,0.666,528,22,False,0.138
pay_100238,2026-07-08T17:40:00,215.57,card,HDFC,web,returning,card_expired,0,0.594,462,17,False,0.096
pay_100239,2026-07-10T02:13:00,986.41,upi,,android,new,otp_expired,1,0.51,225,2,False,0.116
pay_100240,2026-07-03T02:06:00,759.09,netbanking,ICICI,ios,new,bank_server_timeout,0,0.174,1247,2,False,0.162
pay_100241,2026-08-12T18:23:00,275.38,wallet,,android,returning,risk_engine_block,1,0.533,363,18,False,0.634
pay_100242,2026-06-14T17:11:00,453.14,netbanking,Yes Bank,android,returning,network_drop,0,0.312,884,17,True,0.026
pay_100243,2026-07-22T18:49:00,2504.27,card,ICICI,ios,high_value,daily_limit_exceeded,0,0.828,563,18,False,0.065
pay_100244,2026-08-04T14:32:00,1237.39,wallet,,android,high_value,insufficient_funds,0,0.802,249,14,False,0.076
pay_100245,2026-08-01T04:22:00,1757.67,wallet,,ios,returning,insufficient_funds,0,0.869,291,4,True,0.052
pay_100246,2026-08-21T16:53:00,216.89,wallet,,web,returning,risk_engine_block,0,0.751,467,16,False,0.587
pay_100247,2026-07-15T11:31:00,3258.52,card,ICICI,android,returning,wrong_cvv,1,0.908,367,11,False,0.021
pay_100248,2026-06-15T10:30:00,1118.07,netbanking,Kotak,web,high_value,otp_expired,0,0.631,329,10,False,0.01
pay_100249,2026-07-04T05:59:00,1578.8,upi,,android,returning,otp_expired,0,0.612,370,5,True,0.095
pay_100250,2026-08-16T13:09:00,636.31,wallet,,android,returning,risk_engine_block,1,0.641,544,13,True,0.61
pay_100251,2026-07-31T05:57:00,3171.36,upi,,web,new,network_drop,0,0.007,561,5,False,0.109
pay_100252,2026-07-18T13:55:00,1203.16,upi,,web,returning,risk_engine_block,0,0.537,470,13,True,0.585
pay_100253,2026-07-23T17:16:00,94.15,card,Axis,web,new,card_expired,0,0.186,200,17,False,0.152
pay_100254,2026-08-14T20:16:00,489.07,upi,,ios,returning,bank_server_timeout,0,0.669,1707,20,False,0.075
pay_100255,2026-07-15T18:49:00,46.21,wallet,,android,returning,insufficient_funds,1,0.706,537,18,False,0.078
pay_100256,2026-08-27T22:45:00,337.52,card,Axis,android,returning,insufficient_funds,0,0.487,562,22,False,0.093
pay_100257,2026-08-18T12:41:00,1403.6,card,IDFC,web,returning,insufficient_funds,0,0.708,286,12,False,0.085
pay_100258,2026-06-22T19:43:00,710.53,netbanking,ICICI,web,high_value,bank_server_timeout,0,0.408,1698,19,False,0.041
pay_100259,2026-08-14T17:22:00,225.68,card,Kotak,android,new,risk_engine_block,0,0.494,545,17,False,0.743
pay_100260,2026-06-15T10:51:00,831.05,netbanking,IDFC,ios,returning,bank_server_timeout,0,0.667,2060,10,False,0.077
pay_100261,2026-06-09T08:24:00,2486.87,wallet,,ios,high_value,risk_engine_block,0,0.96,334,8,False,0.579
pay_100262,2026-07-05T18:11:00,621.14,netbanking,SBI,android,at_risk_churn,bank_server_timeout,2,0.764,3092,18,True,0.124
pay_100263,2026-06-16T03:58:00,867.11,upi,,ios,new,otp_expired,0,0.513,123,3,False,0.185
pay_100264,2026-07-06T16:25:00,218.79,netbanking,Axis,web,at_risk_churn,otp_expired,0,0.555,113,16,False,0.05
pay_100265,2026-06-02T00:43:00,699.38,upi,,ios,new,network_drop,0,0.287,1143,0,False,0.119
pay_100266,2026-06-27T13:26:00,462.75,upi,,web,at_risk_churn,otp_expired,1,0.784,214,13,True,0.098
pay_100267,2026-06-26T12:09:00,2417.55,upi,,web,high_value,bank_server_timeout,1,0.981,630,12,False,0.1
pay_100268,2026-06-13T12:44:00,872.47,netbanking,IDFC,ios,returning,network_drop,0,0.467,1555,12,True,0.056
pay_100269,2026-08-08T20:11:00,174.25,netbanking,HDFC,ios,new,bank_server_timeout,3,0.134,3253,20,True,0.274
pay_100270,2026-07-24T10:40:00,4598.5,netbanking,SBI,web,at_risk_churn,otp_expired,0,0.901,401,10,False,0.032
pay_100271,2026-06-24T05:54:00,714.7,netbanking,Axis,web,returning,otp_expired,0,0.934,185,5,False,0.01
pay_100272,2026-08-19T08:09:00,1147.66,card,Yes Bank,ios,returning,insufficient_funds,0,0.656,254,8,False,0.01
pay_100273,2026-08-09T22:11:00,739.46,netbanking,Kotak,android,returning,network_drop,0,0.629,3802,22,True,0.035
pay_100274,2026-08-06T00:52:00,346.94,card,Axis,ios,returning,card_expired,1,0.555,583,0,False,0.095
pay_100275,2026-07-18T17:12:00,1637.15,card,ICICI,ios,high_value,risk_engine_block,0,0.874,479,17,True,0.633
pay_100276,2026-08-23T09:47:00,4190.17,card,Yes Bank,ios,new,card_expired,0,0.167,219,9,True,0.129
pay_100277,2026-06-14T05:18:00,106.96,wallet,,ios,returning,insufficient_funds,0,0.871,585,5,True,0.022
pay_100278,2026-07-13T01:05:00,298.64,netbanking,IDFC,web,returning,network_drop,1,0.478,3472,1,False,0.01
pay_100279,2026-08-06T03:42:00,77.88,upi,,web,at_risk_churn,network_drop,3,0.792,2657,3,False,0.173
pay_100280,2026-07-01T03:40:00,1599.3,card,HDFC,web,returning,insufficient_funds,0,0.337,328,3,False,0.01
pay_100281,2026-06-12T15:43:00,1313.16,wallet,,android,new,risk_engine_block,0,0.753,189,15,False,0.663
pay_100282,2026-06-25T14:01:00,8029.35,netbanking,Kotak,android,high_value,network_drop,0,0.704,2935,14,False,0.049
pay_100283,2026-06-21T17:04:00,3747.38,netbanking,Axis,web,returning,bank_server_timeout,0,0.68,3258,17,True,0.064
pay_100284,2026-06-09T10:42:00,338.54,upi,,android,returning,risk_engine_block,3,0.896,499,10,False,0.714
pay_100285,2026-06-26T01:06:00,1375.9,card,Yes Bank,web,new,wrong_cvv,0,0.03,581,1,False,0.153
pay_100286,2026-08-11T11:47:00,562.88,netbanking,Kotak,android,new,bank_server_timeout,2,0.186,3453,11,False,0.262
pay_100287,2026-06-30T03:34:00,217.95,card,Kotak,ios,new,risk_engine_block,0,0.051,263,3,False,0.706
pay_100288,2026-06-14T13:10:00,2012.27,card,SBI,web,returning,risk_engine_block,1,0.647,533,13,True,0.643
pay_100289,2026-08-17T10:15:00,2825.17,netbanking,Kotak,android,returning,network_drop,0,0.673,1245,10,False,0.06
pay_100290,2026-07-06T22:58:00,303.23,netbanking,ICICI,android,at_risk_churn,bank_server_timeout,0,0.792,1583,22,False,0.089
pay_100291,2026-06-10T23:46:00,66.51,netbanking,HDFC,web,new,network_drop,0,0.183,2958,23,False,0.158
pay_100292,2026-07-15T10:56:00,240.66,netbanking,Yes Bank,ios,high_value,bank_server_timeout,1,0.608,126,10,False,0.063
pay_100293,2026-08-29T16:14:00,726.77,card,SBI,ios,new,card_expired,0,0.185,172,16,True,0.122
pay_100294,2026-07-04T12:05:00,766.48,upi,,ios,new,otp_expired,0,0.116,572,12,True,0.156
pay_100295,2026-07-02T07:04:00,1522.5,wallet,,ios,new,risk_engine_block,0,0.117,195,7,False,0.717
pay_100296,2026-06-22T09:22:00,797.55,netbanking,Yes Bank,android,returning,bank_server_timeout,0,0.651,3572,9,False,0.01
pay_100297,2026-07-13T00:13:00,175.23,upi,,web,at_risk_churn,risk_engine_block,1,0.461,224,0,False,0.62
pay_100298,2026-07-07T01:12:00,711.89,card,HDFC,ios,at_risk_churn,card_expired,1,0.792,448,1,False,0.086
pay_100299,2026-06-12T17:11:00,48.72,wallet,,android,returning,insufficient_funds,0,0.961,443,17,False,0.063
pay_100300,2026-07-14T04:57:00,768.19,netbanking,ICICI,ios,returning,network_drop,0,0.564,3654,4,False,0.063
pay_100301,2026-08-09T14:08:00,271.19,upi,,web,returning,network_drop,0,0.379,1345,14,True,0.069
pay_100302,2026-06-21T18:20:00,2928.99,upi,,ios,at_risk_churn,network_drop,0,0.861,676,18,True,0.073
pay_100303,2026-07-06T20:09:00,8950.35,wallet,,web,returning,network_drop,1,0.386,1173,20,False,0.061
pay_100304,2026-07-31T19:45:00,1223.93,upi,,android,new,network_drop,0,0.077,750,19,False,0.119
pay_100305,2026-08-25T23:12:00,317.38,wallet,,web,new,network_drop,1,0.007,3631,23,False,0.162
pay_100306,2026-07-19T19:46:00,361.08,netbanking,HDFC,web,high_value,network_drop,0,0.7,3667,19,True,0.07
pay_100307,2026-06-06T23:35:00,705.14,card,SBI,ios,high_value,card_expired,0,0.895,391,23,True,0.077
pay_100308,2026-07-30T04:53:00,116.71,upi,,android,returning,network_drop,0,0.736,3743,4,False,0.07
pay_100309,2026-06-26T22:56:00,151.54,wallet,,web,returning,risk_engine_block,0,0.85,451,22,False,0.559
pay_100310,2026-07-19T17:02:00,855.55,wallet,,ios,at_risk_churn,network_drop,1,0.649,1347,17,True,0.073
pay_100311,2026-07-03T19:00:00,278.06,netbanking,Kotak,web,new,otp_expired,0,0.374,585,19,False,0.124
pay_100312,2026-08-11T20:52:00,1806.28,wallet,,android,returning,risk_engine_block,1,0.251,385,20,False,0.583
pay_100313,2026-08-28T21:44:00,272.31,card,SBI,ios,at_risk_churn,insufficient_funds,0,0.811,116,21,False,0.01
pay_100314,2026-08-28T03:55:00,140.97,netbanking,Yes Bank,web,high_value,network_drop,0,0.616,527,3,False,0.057
pay_100315,2026-07-04T10:33:00,238.25,card,ICICI,web,returning,card_expired,0,0.693,589,10,True,0.049
pay_100316,2026-08-18T06:26:00,869.92,upi,,ios,at_risk_churn,bank_server_timeout,0,0.815,3316,6,False,0.01
pay_100317,2026-08-18T18:01:00,395.08,netbanking,IDFC,android,new,network_drop,1,0.034,2042,18,False,0.192
pay_100318,2026-07-30T10:50:00,3287.32,upi,,web,returning,network_drop,1,0.626,156,10,False,0.021
pay_100319,2026-06-24T12:38:00,2999.22,netbanking,Axis,android,high_value,network_drop,0,0.576,1192,12,False,0.041
pay_100320,2026-07-18T03:50:00,308.65,netbanking,SBI,ios,at_risk_churn,otp_expired,0,0.609,592,3,True,0.015
pay_100321,2026-06-15T16:00:00,508.88,netbanking,HDFC,android,new,network_drop,0,0.007,1445,16,False,0.147
pay_100322,2026-06-25T06:18:00,926.68,netbanking,Kotak,web,high_value,bank_server_timeout,0,0.861,1200,6,False,0.011
pay_100323,2026-07-07T22:36:00,446.3,card,Yes Bank,android,returning,insufficient_funds,0,0.61,213,22,False,0.01
pay_100324,2026-08-20T18:53:00,333.41,card,Yes Bank,web,new,card_expired,0,0.204,282,18,False,0.171
pay_100325,2026-07-30T22:06:00,617.35,card,Kotak,ios,high_value,daily_limit_exceeded,0,0.778,309,22,False,0.014
pay_100326,2026-07-29T10:31:00,2909.53,netbanking,Kotak,android,returning,bank_server_timeout,0,0.726,3225,10,False,0.035
pay_100327,2026-07-09T02:34:00,125.09,card,SBI,android,high_value,card_expired,0,0.845,573,2,False,0.038
pay_100328,2026-06-23T07:42:00,2187.31,wallet,,android,returning,network_drop,0,0.739,479,7,False,0.082
pay_100329,2026-08-22T15:42:00,1516.91,netbanking,HDFC,android,new,network_drop,0,0.156,3172,15,True,0.164
pay_100330,2026-08-27T06:56:00,986.83,upi,,android,new,network_drop,0,0.399,1592,6,False,0.19
pay_100331,2026-07-01T00:27:00,98.07,card,Axis,android,high_value,risk_engine_block,1,0.741,296,0,False,0.616
pay_100332,2026-08-25T09:08:00,423.09,upi,,ios,high_value,network_drop,0,0.799,426,9,False,0.014
pay_100333,2026-08-05T14:27:00,5740.78,wallet,,web,returning,network_drop,0,0.846,2447,14,False,0.05
pay_100334,2026-06-05T01:36:00,4447.39,upi,,web,new,bank_server_timeout,0,0.117,407,1,False,0.114
pay_100335,2026-06-10T21:43:00,543.89,netbanking,HDFC,ios,new,otp_expired,0,0.431,431,21,False,0.154
pay_100336,2026-07-08T09:10:00,1425.21,wallet,,web,returning,risk_engine_block,0,0.765,142,9,False,0.613
pay_100337,2026-07-07T00:31:00,148.95,upi,,ios,returning,network_drop,0,0.814,1230,0,False,0.028
pay_100338,2026-07-04T05:50:00,1071.22,card,IDFC,ios,returning,risk_engine_block,1,0.907,237,5,True,0.634
pay_100339,2026-07-15T23:03:00,924.25,wallet,,web,returning,insufficient_funds,0,0.902,388,23,False,0.048
pay_100340,2026-06-02T13:18:00,628.86,upi,,ios,high_value,network_drop,2,0.935,2690,13,False,0.135
pay_100341,2026-07-30T12:49:00,74.2,netbanking,Yes Bank,android,new,bank_server_timeout,0,0.063,2209,12,False,0.134
pay_100342,2026-07-03T09:12:00,583.66,netbanking,Yes Bank,android,returning,otp_expired,0,0.702,302,9,False,0.095
pay_100343,2026-08-12T20:51:00,246.84,card,SBI,ios,returning,insufficient_funds,3,0.905,157,20,False,0.164
pay_100344,2026-07-13T12:03:00,424.86,netbanking,ICICI,web,high_value,bank_server_timeout,0,0.7,2723,12,False,0.049
pay_100345,2026-06-03T14:57:00,796.04,wallet,,web,returning,insufficient_funds,0,0.697,480,14,False,0.057
pay_100346,2026-08-09T02:14:00,6565.67,wallet,,ios,returning,risk_engine_block,0,0.611,172,2,True,0.587
pay_100347,2026-06-06T17:24:00,404.48,card,Yes Bank,ios,high_value,risk_engine_block,0,0.865,578,17,True,0.558
pay_100348,2026-07-20T15:04:00,1842.17,upi,,android,new,otp_expired,1,0.256,540,15,False,0.197
pay_100349,2026-08-23T06:42:00,1341.51,card,HDFC,web,returning,card_expired,0,0.852,318,6,True,0.092
pay_100350,2026-08-29T07:41:00,4981.2,upi,,web,new,network_drop,0,0.19,3330,7,True,0.11
pay_100351,2026-08-18T19:14:00,1308.08,upi,,ios,new,bank_server_timeout,0,0.093,3102,19,False,0.168
pay_100352,2026-06-23T18:21:00,6946.11,card,Kotak,android,returning,daily_limit_exceeded,0,0.82,248,18,False,0.044
pay_100353,2026-08-02T00:05:00,1727.34,upi,,ios,high_value,otp_expired,0,0.512,506,0,True,0.069
pay_100354,2026-08-18T05:44:00,716.3,upi,,android,returning,otp_expired,0,0.419,84,5,False,0.056
pay_100355,2026-08-04T17:14:00,3411.29,card,Axis,ios,at_risk_churn,daily_limit_exceeded,0,0.94,232,17,False,0.069
pay_100356,2026-07-26T06:16:00,177.04,upi,,android,at_risk_churn,otp_expired,0,0.96,260,6,True,0.016
pay_100357,2026-07-12T18:26:00,270.5,wallet,,android,new,risk_engine_block,0,0.343,413,18,True,0.673
pay_100358,2026-06-07T15:56:00,245.56,wallet,,web,returning,network_drop,0,0.797,1954,15,True,0.072
pay_100359,2026-07-06T01:08:00,67.65,netbanking,Kotak,android,new,network_drop,0,0.195,980,1,False,0.189
pay_100360,2026-08-02T16:55:00,279.49,upi,,android,returning,network_drop,3,0.83,3095,16,True,0.187
pay_100361,2026-08-04T15:02:00,565.47,netbanking,ICICI,android,new,bank_server_timeout,0,0.08,481,15,False,0.145
pay_100362,2026-08-22T07:05:00,290.21,card,Axis,android,returning,wrong_cvv,0,0.776,104,7,True,0.098
pay_100363,2026-08-20T00:04:00,1492.47,wallet,,android,high_value,insufficient_funds,0,0.843,292,0,False,0.079
pay_100364,2026-07-17T11:11:00,341.74,netbanking,ICICI,web,new,otp_expired,0,0.267,221,11,False,0.198
pay_100365,2026-07-12T07:22:00,3136.35,card,Kotak,android,high_value,wrong_cvv,2,0.929,543,7,True,0.149
pay_100366,2026-07-18T19:51:00,726.04,wallet,,android,returning,network_drop,0,0.809,3998,19,True,0.01
pay_100367,2026-06-03T20:18:00,290.37,netbanking,HDFC,android,new,bank_server_timeout,0,0.306,167,20,False,0.129
pay_100368,2026-08-22T20:50:00,318.89,upi,,ios,returning,bank_server_timeout,0,0.821,3313,20,True,0.031
pay_100369,2026-08-19T05:59:00,399.64,upi,,android,at_risk_churn,network_drop,0,0.865,3785,5,False,0.067
pay_100370,2026-07-18T08:11:00,447.58,upi,,web,new,otp_expired,0,0.231,231,8,True,0.137
pay_100371,2026-07-13T16:41:00,4697.74,upi,,web,new,network_drop,1,0.242,2429,16,False,0.167
pay_100372,2026-08-10T21:07:00,638.22,wallet,,web,new,insufficient_funds,0,0.075,174,21,False,0.133
pay_100373,2026-06-11T00:34:00,2076.79,upi,,ios,new,network_drop,1,0.085,1695,0,False,0.119
pay_100374,2026-07-15T09:22:00,449.32,card,SBI,android,returning,daily_limit_exceeded,0,0.83,505,9,False,0.08
pay_100375,2026-06-27T04:19:00,3212.22,wallet,,android,returning,network_drop,0,0.956,3177,4,True,0.038
pay_100376,2026-06-18T18:12:00,212.6,wallet,,ios,new,risk_engine_block,0,0.127,389,18,False,0.733
pay_100377,2026-08-25T20:57:00,2199.13,wallet,,ios,returning,risk_engine_block,0,0.433,148,20,False,0.61
pay_100378,2026-06-16T22:23:00,1054.67,wallet,,android,high_value,risk_engine_block,0,0.811,218,22,False,0.586
pay_100379,2026-08-05T02:12:00,223.88,netbanking,IDFC,web,returning,bank_server_timeout,1,0.444,3653,2,False,0.032
pay_100380,2026-06-19T11:00:00,380.99,netbanking,ICICI,web,returning,bank_server_timeout,0,0.692,747,11,False,0.01
pay_100381,2026-08-08T16:45:00,950.18,upi,,android,high_value,bank_server_timeout,0,0.8,3433,16,True,0.013
pay_100382,2026-08-06T19:48:00,196.24,wallet,,android,returning,insufficient_funds,3,0.817,312,19,False,0.131
pay_100383,2026-08-01T00:48:00,1163.02,upi,,ios,returning,risk_engine_block,0,0.516,560,0,True,0.562
pay_100384,2026-06-27T19:37:00,6046.45,card,SBI,ios,returning,insufficient_funds,2,0.852,364,19,True,0.195
pay_100385,2026-06-13T02:52:00,1023.05,upi,,web,high_value,risk_engine_block,0,0.766,566,2,True,0.587
pay_100386,2026-07-25T12:13:00,261.52,upi,,ios,at_risk_churn,network_drop,0,0.776,2208,12,True,0.014
pay_100387,2026-07-29T09:38:00,460.9,netbanking,HDFC,ios,new,otp_expired,1,0.314,518,9,False,0.119
pay_100388,2026-08-06T14:42:00,653.53,netbanking,ICICI,android,at_risk_churn,bank_server_timeout,0,0.444,3116,14,False,0.093
pay_100389,2026-08-14T22:37:00,1198.74,netbanking,Axis,web,returning,network_drop,0,0.831,2550,22,False,0.095
pay_100390,2026-08-20T07:08:00,164.65,netbanking,Yes Bank,ios,returning,bank_server_timeout,0,0.78,813,7,False,0.038
pay_100391,2026-08-03T16:50:00,2831.66,upi,,android,returning,otp_expired,0,0.649,98,16,False,0.095
pay_100392,2026-07-29T14:02:00,350.78,wallet,,ios,new,network_drop,0,0.155,630,14,False,0.131
pay_100393,2026-08-13T17:30:00,639.09,wallet,,ios,returning,network_drop,0,0.853,1627,17,False,0.062
pay_100394,2026-08-20T00:21:00,220.17,netbanking,Kotak,android,new,bank_server_timeout,0,0.396,1041,0,False,0.165
pay_100395,2026-07-29T01:42:00,172.43,card,Axis,ios,new,daily_limit_exceeded,1,0.162,404,1,False,0.138
pay_100396,2026-08-25T16:21:00,1094.05,card,Kotak,android,new,risk_engine_block,0,0.085,157,16,False,0.734
pay_100397,2026-06-12T19:45:00,1352.94,netbanking,Axis,android,new,bank_server_timeout,1,0.043,3361,19,False,0.153
pay_100398,2026-08-24T13:34:00,98.59,netbanking,HDFC,web,returning,network_drop,0,0.683,2322,13,False,0.018
pay_100399,2026-08-18T17:54:00,249.1,upi,,ios,new,network_drop,1,0.144,2219,17,False,0.12
pay_100400,2026-08-21T02:13:00,198.1,upi,,android,high_value,otp_expired,1,0.823,321,2,False,0.041
pay_100401,2026-07-26T17:27:00,2105.71,upi,,ios,new,otp_expired,0,0.026,344,17,True,0.179
pay_100402,2026-06-11T01:20:00,4572.78,upi,,web,new,network_drop,0,0.464,449,1,False,0.14
pay_100403,2026-08-14T21:49:00,665.5,upi,,web,returning,otp_expired,2,0.773,400,21,False,0.133
pay_100404,2026-06-23T03:13:00,1902.52,wallet,,android,high_value,network_drop,3,0.652,1614,3,False,0.17
pay_100405,2026-07-17T04:30:00,342.84,netbanking,Yes Bank,android,returning,otp_expired,1,0.794,451,4,False,0.09
pay_100406,2026-07-09T08:05:00,2377.79,upi,,ios,returning,risk_engine_block,2,0.808,496,8,False,0.729
pay_100407,2026-07-25T10:56:00,606.12,card,IDFC,web,at_risk_churn,risk_engine_block,2,0.687,510,10,True,0.71
pay_100408,2026-06-01T04:25:00,2154.48,netbanking,IDFC,web,new,otp_expired,0,0.096,335,4,False,0.152
pay_100409,2026-06-18T15:16:00,1497.27,upi,,ios,returning,bank_server_timeout,0,0.829,1585,15,False,0.018
pay_100410,2026-06-12T07:29:00,884.19,upi,,android,new,otp_expired,0,0.451,519,7,False,0.16
pay_100411,2026-07-26T16:49:00,756.51,card,IDFC,ios,new,daily_limit_exceeded,2,0.127,288,16,True,0.219
pay_100412,2026-07-07T06:46:00,564.88,netbanking,Axis,android,returning,otp_expired,0,0.861,348,6,False,0.024
pay_100413,2026-08-28T10:25:00,152.65,netbanking,HDFC,ios,returning,otp_expired,0,0.652,177,10,False,0.056
pay_100414,2026-06-06T19:00:00,1223.85,upi,,web,returning,network_drop,0,0.79,3734,19,True,0.056
pay_100415,2026-07-26T16:09:00,240.46,upi,,ios,returning,otp_expired,0,0.658,367,16,True,0.075
pay_100416,2026-07-11T05:47:00,703.99,netbanking,Axis,android,new,network_drop,3,0.51,2772,5,True,0.264
pay_100417,2026-07-30T22:27:00,203.58,upi,,android,new,otp_expired,0,0.431,576,22,False,0.146
pay_100418,2026-08-05T05:52:00,1553.03,upi,,web,new,otp_expired,0,0.387,84,5,False,0.153
pay_100419,2026-06-04T10:18:00,3186.85,upi,,ios,new,network_drop,0,0.316,3976,10,False,0.111
pay_100420,2026-07-05T20:38:00,1413.12,upi,,android,returning,otp_expired,0,0.597,212,20,True,0.021
pay_100421,2026-07-01T05:49:00,458.37,netbanking,ICICI,android,new,bank_server_timeout,1,0.017,3162,5,False,0.195
pay_100422,2026-08-17T21:08:00,1537.58,netbanking,Kotak,web,returning,otp_expired,0,0.725,477,21,False,0.048
pay_100423,2026-07-25T20:05:00,490.0,wallet,,web,returning,insufficient_funds,0,0.804,238,20,True,0.093
pay_100424,2026-06-17T04:43:00,2895.75,card,Kotak,android,returning,insufficient_funds,2,0.878,158,4,False,0.192
pay_100425,2026-07-03T11:37:00,6131.17,wallet,,android,returning,risk_engine_block,0,0.63,266,11,False,0.634
pay_100426,2026-07-28T21:39:00,186.32,card,HDFC,ios,high_value,card_expired,1,0.893,345,21,False,0.087
pay_100427,2026-07-22T22:55:00,203.42,card,Yes Bank,web,new,insufficient_funds,0,0.227,449,22,False,0.169
